0,-4621.83349609375
4958.024690467219,-4692.91162109375
9916.049380934439,-4735.76318359375
14874.07407140166,-4724.49951171875
19832.098761868878,-4739.31201171875
24790.123452336098,-4748.2509765625
29748.14814280332,-4756.076171875
34706.17283327054,-4765.25537109375
39664.197523737756,-4782.7724609375
44622.22221420498,-4787.53466796875
49580.246904672196,-4796
54538.27159513941,-4808.7666015625
59496.29628560664,-4821.63916015625
64454.320976073854,-4850.2353515625
69412.34566654108,-4884.9384765625
74370.3703570083,-4953.07568359375
79328.39504747551,-4994.51220703125
84286.41973794274,-5050.9697265625
89244.44442840996,-5129.037109375
94202.46911887717,-5166.02978515625
99160.49380934439,-5226.138671875
104118.51849981162,-5314.65087890625
109076.54319027883,-5390.9267578125
114034.56788074605,-5541.962890625
118992.59257121327,-5718.0966796875
123950.6172616805,-5771.60400390625
128908.64195214771,-5930.47607421875
133866.66664261493,-6227.2109375
138824.69133308216,-6390.6708984375
143782.71602354938,-6570.169921875
147749.13577592315,-6828.3134765625
