Dystans (m),Wysokość (m)
127917.03701405427,-5957.0869140625
128412.839483101,-5919.93994140625
128908.64195214771,-5930.47607421875
129404.44442119444,-5953.8740234375
129900.24689024115,-5973.51611328125
130396.04935928788,-5994.47705078125
130891.8518283346,-6025.07177734375
131387.65429738132,-6065.8525390625
131883.45676642805,-6104.86279296875
132379.25923547478,-6134.31982421875
132875.06170452147,-6161.6748046875
133370.8641735682,-6190.20068359375
133866.66664261493,-6227.2109375
134362.46911166166,-6290.71044921875
134858.2715807084,-6343.5234375
135354.0740497551,-6356.03515625
135849.87651880182,-6355.599609375
136345.67898784854,-6387.1796875
136841.48145689527,-6444.03759765625
137337.28392594197,-6475.61328125
137833.0863949887,-6429.318359375
138328.88886403543,-6383.77001953125
138824.69133308216,-6390.6708984375
139320.49380212888,-6417.68115234375
139816.29627117558,-6454.927734375
140312.0987402223,-6488.3427734375
140807.90120926904,-6505.92724609375
141303.70367831577,-6510.408203125
141799.5061473625,-6526.21826171875
142295.3086164092,-6511.10107421875
142791.11108545592,-6501.26171875
143286.91355450265,-6533.74609375
143782.71602354938,-6570.169921875
144278.51849259608,-6609.453125
144774.3209616428,-6644.2900390625
145270.12343068953,-6671.212890625
145765.92589973626,-6696.50732421875
146261.728368783,-6768.896484375
146757.5308378297,-6813.4697265625
147253.33330687642,-6819.65283203125
147749.13577592315,-6828.3134765625
